,date,title,symbols,sentiment,ticker,company
75434,2022-11-24T07:16:08+00:00,Microsoft bid for Activision likely to be blocked by FTC lawsuit: report,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA']","{'polarity': 0.758, 'neg': 0.06, 'neu': 0.854, 'pos': 0.086}",ATVI,Activision Blizzard Inc
75435,2022-11-24T07:25:07+00:00,Coupa Software (COUP) Soars 28.9%: Is Further Upside Left in the Stock?,"['2C0.F', '2C0.STU', 'BASE.US', 'COUP.US']","{'polarity': 0.992, 'neg': 0.007, 'neu': 0.872, 'pos': 0.121}",BASE,Couchbase Inc
75436,2022-11-24T10:06:00+00:00,5 Surefire Stocks That Can Generate Life-Changing Wealth in 20 Years,"['2PP.F', '2PP.XETRA', 'LOVE.US', 'N3IA.F', 'NIO.US', 'PUBM.US', 'PYPL.US', 'PYPL34.SA']","{'polarity': 0.813, 'neg': 0.06, 'neu': 0.517, 'pos': 0.422}",PYPL,PayPal Holdings Inc
75437,2022-11-24T10:06:00+00:00,5 Surefire Stocks That Can Generate Life-Changing Wealth in 20 Years,"['2PP.F', '2PP.XETRA', 'LOVE.US', 'N3IA.F', 'NIO.US', 'PUBM.US', 'PYPL.US', 'PYPL34.SA']","{'polarity': 0.813, 'neg': 0.06, 'neu': 0.517, 'pos': 0.422}",PUBM,PubMatic Inc
75438,2022-11-24T10:06:00+00:00,5 Surefire Stocks That Can Generate Life-Changing Wealth in 20 Years,"['2PP.F', '2PP.XETRA', 'LOVE.US', 'N3IA.F', 'NIO.US', 'PUBM.US', 'PYPL.US', 'PYPL34.SA']","{'polarity': 0.813, 'neg': 0.06, 'neu': 0.517, 'pos': 0.422}",LOVE,The Lovesac Company Common Stock
75439,2022-11-24T10:14:02+00:00,Skyworks Solutions Full Year 2022 Earnings: EPS Misses Expectations,"['AWM.F', 'SWKS.US']","{'polarity': 0.966, 'neg': 0.038, 'neu': 0.859, 'pos': 0.103}",SWKS,Skyworks Solutions Inc
75440,2022-11-24T10:15:00+00:00,My Best Monster Growth Stock for 2023 (and Beyond),"['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'TT8.F', 'TT8.STU', 'TTD.US']","{'polarity': 0.581, 'neg': 0.055, 'neu': 0.839, 'pos': 0.106}",TTD,The Trade Desk Inc
75441,2022-11-24T10:22:59+00:00,"J&amp J Snack Foods Full Year 2022 Earnings: Revenues Beat Expectations, EPS Lags",['JJSF.US'],"{'polarity': 0.946, 'neg': 0.031, 'neu': 0.885, 'pos': 0.084}",JJSF,J & J Snack Foods Corp
75442,2022-11-24T10:23:45+00:00,"Should You Buy Power Integrations, Inc. (NASDAQ:POWI) For Its Upcoming Dividend?","['POWI.US', 'PWI.F']","{'polarity': 0.999, 'neg': 0.029, 'neu': 0.788, 'pos': 0.184}",POWI,Power Integrations Inc
75443,2022-11-24T10:27:18+00:00,United Bankshares (NASDAQ:UBSI) Is Due To Pay A Dividend Of $0.36,"['UBSI.US', 'UNK.F']","{'polarity': 0.998, 'neg': 0.014, 'neu': 0.828, 'pos': 0.158}",UBSI,United Bankshares Inc
75444,2022-11-24T10:34:28+00:00,"Trade Alert: The CFO &amp  Executive VP Of Sabre Corporation (NASDAQ:SABR), Michael Randolfi, Has Just Spent US$479k Buying 92% More Shares","['19S.F', 'SABR.US']","{'polarity': 0.998, 'neg': 0.029, 'neu': 0.809, 'pos': 0.162}",SABR,Sabre Corporation Common Stock
75445,2022-11-24T10:35:40+00:00,Should You Buy Peoples Financial Services Corp. (NASDAQ:PFIS) For Its Upcoming Dividend?,['PFIS.US'],"{'polarity': 0.999, 'neg': 0.041, 'neu': 0.789, 'pos': 0.17}",PFIS,Peoples Financial Services Corp
75446,2022-11-24T10:36:36+00:00,"Impinj, Inc. (NASDAQ:PI): When Will It Breakeven?","['27J.F', 'PI.US']","{'polarity': 0.996, 'neg': 0.024, 'neu': 0.858, 'pos': 0.119}",PI,Impinj Inc
75447,2022-11-24T10:44:40+00:00,Valley National Bancorp (NASDAQ:VLY) Is Due To Pay A Dividend Of $0.11,"['VLY.US', 'VLYPO.US', 'VLYPP.US', 'VNB.F']","{'polarity': 0.997, 'neg': 0.026, 'neu': 0.854, 'pos': 0.12}",VLYPO,Valley National Bancorp 5
75448,2022-11-24T10:44:40+00:00,Valley National Bancorp (NASDAQ:VLY) Is Due To Pay A Dividend Of $0.11,"['VLY.US', 'VLYPO.US', 'VLYPP.US', 'VNB.F']","{'polarity': 0.997, 'neg': 0.026, 'neu': 0.854, 'pos': 0.12}",VLYPP,Valley National Bancorp 6
75449,2022-11-24T10:44:40+00:00,Valley National Bancorp (NASDAQ:VLY) Is Due To Pay A Dividend Of $0.11,"['VLY.US', 'VLYPO.US', 'VLYPP.US', 'VNB.F']","{'polarity': 0.997, 'neg': 0.026, 'neu': 0.854, 'pos': 0.12}",VLY,Valley National Bancorp Common Stock
75450,2022-11-24T10:51:26+00:00,Autodesk Third Quarter 2023 Earnings: EPS Misses Expectations,"['ADSK.MX', 'ADSK.US', 'AUD.F']","{'polarity': 0.949, 'neg': 0.038, 'neu': 0.867, 'pos': 0.095}",ADSK,Autodesk Inc
75451,2022-11-24T10:51:46+00:00,10 Biggest Electrical Companies in the USA,"['1N6.F', 'AE4.F', 'AEE.US', 'AEP.US', 'CNP.US', 'DTE.US', 'ETR.US', 'ETY.F', 'EXC.US', 'EXCVV.US', 'FP3.F']","{'polarity': 0.999, 'neg': 0.015, 'neu': 0.884, 'pos': 0.101}",AEP,American Electric Power Company Inc
75452,2022-11-24T10:51:46+00:00,10 Biggest Electrical Companies in the USA,"['1N6.F', 'AE4.F', 'AEE.US', 'AEP.US', 'CNP.US', 'DTE.US', 'ETR.US', 'ETY.F', 'EXC.US', 'EXCVV.US', 'FP3.F']","{'polarity': 0.999, 'neg': 0.015, 'neu': 0.884, 'pos': 0.101}",EXC,Exelon Corporation Common Stock
75453,2022-11-24T10:52:23+00:00,Has Electronic Arts Inc. (NASDAQ:EA) Stock's Recent Performance Got Anything to Do With Its Financial Health?,"['EA.US', 'ERT.F', 'ERT.XETRA']","{'polarity': 0.998, 'neg': 0.02, 'neu': 0.855, 'pos': 0.124}",EA,Electronic Arts Inc
75454,2022-11-24T11:00:00+00:00,"Novavax Stock: Buy, Sell, or Hold in 2023?","['0QF.F', 'MRNA.US', 'NVAX.US', 'NVV1.F']","{'polarity': 0.925, 'neg': 0.038, 'neu': 0.7, 'pos': 0.262}",MRNA,Moderna Inc
75455,2022-11-24T11:00:00+00:00,"Novavax Stock: Buy, Sell, or Hold in 2023?","['0QF.F', 'MRNA.US', 'NVAX.US', 'NVV1.F']","{'polarity': 0.925, 'neg': 0.038, 'neu': 0.7, 'pos': 0.262}",NVAX,Novavax Inc
75456,2022-11-24T11:00:20+00:00,Should You Be Excited About Booking Holdings Inc.'s (NASDAQ:BKNG) 67% Return On Equity?,"['BKNG.US', 'BKNG34.SA', 'PCE1.F']","{'polarity': 0.997, 'neg': 0.048, 'neu': 0.808, 'pos': 0.143}",BKNG,Booking Holdings Inc
75457,2022-11-24T11:00:33+00:00,Return Trends At Mondelez International (NASDAQ:MDLZ) Aren't Appealing,"['KTF.F', 'KTF.XETRA', 'MDLZ.MX', 'MDLZ.US', 'MDLZ34.SA']","{'polarity': 0.996, 'neg': 0.019, 'neu': 0.862, 'pos': 0.119}",MDLZ,Mondelez International Inc
75458,2022-11-24T11:00:58+00:00,Returns On Capital Are Showing Encouraging Signs At CSX (NASDAQ:CSX),"['CSX.US', 'CSXC34.SA', 'CXR.F', 'CXR.STU']","{'polarity': 0.998, 'neg': 0.025, 'neu': 0.829, 'pos': 0.146}",CSX,CSX Corporation Common Stock
75459,2022-11-24T11:02:53+00:00,"With EPS Growth And More, Huron Consulting Group (NASDAQ:HURN) Makes An Interesting Case","['HUR.F', 'HURN.US']","{'polarity': 1, 'neg': 0.02, 'neu': 0.783, 'pos': 0.197}",HURN,Huron Consulting Group Inc
75460,2022-11-24T11:36:25+00:00,Northwest Pipe Company's (NASDAQ:NWPX) Stock Has Shown A Decent Performance: Have Financials A Role To Play?,['NWPX.US'],"{'polarity': 0.999, 'neg': 0.018, 'neu': 0.822, 'pos': 0.16}",NWPX,Northwest Pipe Company Common Stock
75461,2022-11-24T11:38:10+00:00,Those who invested in Novanta (NASDAQ:NOVT) five years ago are up 221%,"['1GSN.F', 'NOVT.US']","{'polarity': 0.998, 'neg': 0.037, 'neu': 0.809, 'pos': 0.154}",NOVT,Novanta Inc
75462,2022-11-24T11:49:11+00:00,3 Medical Products Stocks Navigating Industry Challenges (Revised),"['GSPC.INDX', 'NKB2.F', 'TGTX.US']","{'polarity': 0.999, 'neg': 0.029, 'neu': 0.85, 'pos': 0.121}",TGTX,TG Therapeutics Inc
75463,2022-11-24T11:52:11+00:00,"Albemarle (ALB) Gains on Strong Demand, Capacity Expansion","['ALB.US', 'AMC.F', 'CMC.US', 'CMS.F', 'QYM.F', 'SQM.US', 'ZEUS.US']","{'polarity': 0.997, 'neg': 0.023, 'neu': 0.846, 'pos': 0.131}",ZEUS,Olympic Steel Inc
75464,2022-11-24T11:59:08+00:00,Immersion Corporation's (NASDAQ:IMMR) Stock Has Seen Strong Momentum: Does That Call For Deeper Study Of Its Financial Prospects?,"['ALIMR.PA', 'IMMR.US', 'IMV.F']","{'polarity': 0.999, 'neg': 0.017, 'neu': 0.818, 'pos': 0.165}",IMMR,Immersion Corporation Common Stock
75465,2022-11-24T12:00:20+00:00,Possible bearish signals as Amgen Inc. (NASDAQ:AMGN) insiders disposed of US$5.2m worth of stock,"['AMG.F', 'AMG.XETRA', 'AMGN.MX', 'AMGN.US', 'AMGN34.SA']","{'polarity': 0.995, 'neg': 0.032, 'neu': 0.851, 'pos': 0.116}",AMGN,Amgen Inc
75466,2022-11-24T12:00:31+00:00,Possible bearish signals as CME Group Inc. (NASDAQ:CME) insiders disposed of US$12m worth of stock,"['CHME34.SA', 'CME.US', 'MX4A.F']","{'polarity': 0.997, 'neg': 0.031, 'neu': 0.845, 'pos': 0.124}",CME,CME Group Inc
75467,2022-11-24T12:00:35+00:00,"With EPS Growth And More, Broadcom (NASDAQ:AVGO) Makes An Interesting Case","['AVGO.US', 'AVGO34.SA']","{'polarity': 0.999, 'neg': 0.027, 'neu': 0.778, 'pos': 0.195}",AVGO,Broadcom Inc
75468,2022-11-24T12:07:00+00:00,3 Stocks You'll Be Thankful to Own in 2023,"['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ABNB.US', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US']","{'polarity': 0.34, 'neg': 0, 'neu': 0.962, 'pos': 0.038}",ABNB,Airbnb Inc
75469,2022-11-24T12:15:00+00:00,2 Hypergrowth Tech Stocks to Buy in 2022 and Beyond,"['SOFI.US', 'ZS.US']","{'polarity': 0.382, 'neg': 0, 'neu': 0.952, 'pos': 0.048}",SOFI,SoFi Technologies Inc
75470,2022-11-24T12:15:00+00:00,2 Hypergrowth Tech Stocks to Buy in 2022 and Beyond,"['SOFI.US', 'ZS.US']","{'polarity': 0.382, 'neg': 0, 'neu': 0.952, 'pos': 0.048}",ZS,Zscaler Inc
75471,2022-11-24T12:16:42+00:00,"RadNet, Inc.'s (NASDAQ:RDNT) Intrinsic Value Is Potentially 72% Above Its Share Price","['PQIA.F', 'RDNT.US']","{'polarity': 1, 'neg': 0.022, 'neu': 0.81, 'pos': 0.169}",RDNT,RadNet Inc
75472,2022-11-24T12:17:12+00:00,6 Reasons That Make LPL Financial (LPLA) a Must-Buy Stock Now,"['7LI.F', 'LPLA.US']","{'polarity': 0.999, 'neg': 0.016, 'neu': 0.809, 'pos': 0.174}",LPLA,LPL Financial Holdings Inc
75473,2022-11-24T12:28:57+00:00,"Is There An Opportunity With Tandem Diabetes Care, Inc.'s (NASDAQ:TNDM) 49% Undervaluation?","['TD5A.F', 'TNDM.US']","{'polarity': 1, 'neg': 0.019, 'neu': 0.798, 'pos': 0.184}",TNDM,Tandem Diabetes Care Inc
75474,2022-11-24T12:32:30+00:00,"Henry Schein, Inc.'s (NASDAQ:HSIC) Stock Is Going Strong: Is the Market Following Fundamentals?","['HS2.F', 'HSIC.US']","{'polarity': 0.999, 'neg': 0.012, 'neu': 0.814, 'pos': 0.174}",HSIC,Henry Schein Inc
75475,2022-11-24T12:40:00+00:00,These 2 High-Growth Stocks Might Never Be This Cheap Again,"['ABNB.US', 'R35.F', 'ROKU.US']","{'polarity': -0.273, 'neg': 0.092, 'neu': 0.844, 'pos': 0.063}",ABNB,Airbnb Inc
75476,2022-11-24T12:40:00+00:00,These 2 High-Growth Stocks Might Never Be This Cheap Again,"['ABNB.US', 'R35.F', 'ROKU.US']","{'polarity': -0.273, 'neg': 0.092, 'neu': 0.844, 'pos': 0.063}",ROKU,Roku Inc
75477,2022-11-24T12:50:12+00:00,Why You Should Retain Omnicom (OMC) in Your Portfolio Now,"['BAH.US', 'BZ9.F', 'CCRN.US', 'OCN.F', 'OMC.US', 'PAYX.US', 'PCX.F', 'XXY.F']","{'polarity': 0.994, 'neg': 0.02, 'neu': 0.832, 'pos': 0.148}",CCRN,Cross Country Healthcare Inc
75478,2022-11-24T12:50:12+00:00,Why You Should Retain Omnicom (OMC) in Your Portfolio Now,"['BAH.US', 'BZ9.F', 'CCRN.US', 'OCN.F', 'OMC.US', 'PAYX.US', 'PCX.F', 'XXY.F']","{'polarity': 0.994, 'neg': 0.02, 'neu': 0.832, 'pos': 0.148}",PAYX,Paychex Inc
75479,2022-11-24T12:51:12+00:00,4 Solid Stocks to Buy as Durable Goods Orders Continue to Rise,"['AIT.US', 'AT4.F', 'HUBB.US', 'HUEC.F', 'ID7.F', 'IEX.US', 'MNTX.US', 'VE8.F']","{'polarity': 0.999, 'neg': 0.023, 'neu': 0.829, 'pos': 0.148}",MNTX,Manitex International Inc
75480,2022-11-24T12:53:36+00:00,"Is OSI Systems, Inc.'s (NASDAQ:OSIS) Latest Stock Performance A Reflection Of Its Financial Health?","['OS2.F', 'OSIS.US']","{'polarity': 0.999, 'neg': 0.009, 'neu': 0.811, 'pos': 0.179}",OSIS,OSI Systems Inc
75481,2022-11-24T13:02:13+00:00,Will Relay Therapeutics (NASDAQ:RLAY) Spend Its Cash Wisely?,['RLAY.US'],"{'polarity': 0.991, 'neg': 0.05, 'neu': 0.848, 'pos': 0.102}",RLAY,Relay Therapeutics Inc
75482,2022-11-24T13:06:01+00:00,CrowdStrike (CRWD) to Report Q3 Earnings: What's in Store?,"['45C.F', 'AZ5.F', 'AZO.US', 'CRWD.US']","{'polarity': 0.998, 'neg': 0.009, 'neu': 0.858, 'pos': 0.133}",CRWD,CrowdStrike Holdings Inc
75483,2022-11-24T13:12:48+00:00,Here's Why Verra Mobility (NASDAQ:VRRM) Has Caught The Eye Of Investors,"['VRRM.US', 'VRRMW.US']","{'polarity': 1, 'neg': 0.023, 'neu': 0.731, 'pos': 0.245}",VRRM,Verra Mobility Corporation Class A Common Stock
75484,2022-11-24T13:20:00+00:00,"Even Though a Tough 2023 Looms Large, Is Now the Perfect Time to Buy Zoom Stock?","['5ZM.F', 'ZM.US']","{'polarity': 0.778, 'neg': 0.072, 'neu': 0.789, 'pos': 0.138}",ZM,Zoom Video Communications Inc
75485,2022-11-24T13:26:48+00:00,"Estimating The Intrinsic Value Of Expeditors International of Washington, Inc. (NASDAQ:EXPD)","['EW1.F', 'EXPD.US']","{'polarity': 0.999, 'neg': 0.021, 'neu': 0.819, 'pos': 0.16}",EXPD,Expeditors International of Washington Inc
75486,2022-11-24T13:33:49+00:00,A Note On Alliant Energy Corporation's (NASDAQ:LNT) ROE and Debt To Equity,"['AY1.F', 'LNT.US']","{'polarity': 0.998, 'neg': 0.07, 'neu': 0.755, 'pos': 0.175}",LNT,Alliant Energy Corporation Common Stock
75487,2022-11-24T13:35:33+00:00,Middlesex Water (NASDAQ:MSEX) Might Be Having Difficulty Using Its Capital Effectively,['MSEX.US'],"{'polarity': 0.991, 'neg': 0.033, 'neu': 0.872, 'pos': 0.095}",MSEX,Middlesex Water Company Common Stock
75488,2022-11-24T13:37:00+00:00,3 Healthcare Stocks That Could Set You Up For Life,"['EXAS.US', 'EXK.F', 'NONOF.US', 'NOVA.F', 'NOVC.F', 'NOVC.XETRA', 'NOVO-B.CO', 'NVO.US', 'VEE.F', 'VEEV.US']","{'polarity': 0.178, 'neg': 0, 'neu': 0.964, 'pos': 0.036}",EXAS,Exact Sciences Corporation Common Stock
75489,2022-11-24T13:45:00+00:00,Will New Leadership Mean New Highs for These 3 Major Consumer Stocks?,"['0R6.F', '34U.F', 'DIS.MX', 'DIS.US', 'DISB34.SA', 'FL.US', 'NIKE34.SA', 'NKE.F', 'NKE.MX', 'NKE.US', 'NKE.XETRA', 'QSR.TO', 'QSR.US', 'ULTA.US', 'WDP.F']","{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0}",ULTA,Ulta Beauty Inc
75490,2022-11-24T13:46:05+00:00,Western Digital Corporation's (NASDAQ:WDC) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong?,"['W1DC34.SA', 'WDC.F', 'WDC.MX', 'WDC.US']","{'polarity': 0.999, 'neg': 0.023, 'neu': 0.813, 'pos': 0.164}",WDC,Western Digital Corporation Common Stock
75491,2022-11-24T13:50:01+00:00,Here's What Could Help PDF Solutions (PDFS) Maintain Its Recent Price Strength,"['PD9.F', 'PDFS.US']","{'polarity': 0.999, 'neg': 0.009, 'neu': 0.837, 'pos': 0.154}",PDFS,PDF Solutions Inc
75492,2022-11-24T13:50:01+00:00,"RCI Hospitality (RICK) Is a Great Choice for 'Trend' Investors, Here's Why",['RICK.US'],"{'polarity': 0.998, 'neg': 0.011, 'neu': 0.829, 'pos': 0.159}",RICK,RCI Hospitality Holdings Inc
75493,2022-11-24T13:50:01+00:00,Here Is Why Bargain Hunters Would Love Fast-paced Mover Urban Outfitters (URBN),"['UOF.F', 'URBN.US']","{'polarity': 0.999, 'neg': 0.032, 'neu': 0.789, 'pos': 0.179}",URBN,Urban Outfitters Inc
75494,2022-11-24T13:50:01+00:00,AllianceBernstein and Societe Generale Plan to Form a JV,"['AB.US', 'WAFD.US', 'WAO.F']","{'polarity': 0.996, 'neg': 0.004, 'neu': 0.878, 'pos': 0.118}",WAFD,Washington Federal Inc
75495,2022-11-24T14:00:02+00:00,ON Semiconductor Corporation (ON) is Attracting Investor Attention: Here is What You Should Know,"['ON.US', 'XS4.F']","{'polarity': 0.999, 'neg': 0.006, 'neu': 0.865, 'pos': 0.13}",ON,ON Semiconductor Corporation Common Stock
75496,2022-11-24T14:00:02+00:00,Want Better Returns? Don't Ignore These 2 Consumer Discretionary Stocks Set to Beat Earnings,"['2ON.F', '33L.F', 'LULU.US', 'PTON.US']","{'polarity': 0.993, 'neg': 0.017, 'neu': 0.858, 'pos': 0.125}",PTON,Peloton Interactive Inc
75497,2022-11-24T14:07:02+00:00,Maxar (MAXR) &amp  EchoStar Amend Agreement Regarding JUPITER 3,"['117.F', '2JD.F', 'ANET.US', 'E20.F', 'JBL.F', 'JBL.US', 'MAXR.TO', 'MAXR.US', 'SATS.US']","{'polarity': 0.997, 'neg': 0.014, 'neu': 0.862, 'pos': 0.124}",SATS,EchoStar  Corporation Common Stock
75498,2022-11-24T14:09:02+00:00,"Mitsubishi UFJ (MUFG) Expands in Asia, To Buy Home Credit Units","['MBFJF.US', 'MFZ.F', 'MFZA.F', 'MFZA.STU', 'MUFG.US', 'WAFD.US', 'WAO.F']","{'polarity': 0.997, 'neg': 0.016, 'neu': 0.845, 'pos': 0.139}",WAFD,Washington Federal Inc
75499,2022-11-24T14:15:02+00:00,"Clearfield, Inc. (CLFD) Hit a 52 Week High, Can the Run Continue?","['AP7.F', 'CLFD.US']","{'polarity': 0.997, 'neg': 0, 'neu': 0.864, 'pos': 0.136}",CLFD,Clearfield Inc
75500,2022-11-24T14:15:02+00:00,"Impinj, Inc. (PI) Hit a 52 Week High, Can the Run Continue?","['27J.F', 'LSCC.US', 'LTT.F', 'PI.US']","{'polarity': 0.999, 'neg': 0, 'neu': 0.851, 'pos': 0.149}",PI,Impinj Inc
75501,2022-11-24T14:15:02+00:00,"Impinj, Inc. (PI) Hit a 52 Week High, Can the Run Continue?","['27J.F', 'LSCC.US', 'LTT.F', 'PI.US']","{'polarity': 0.999, 'neg': 0, 'neu': 0.851, 'pos': 0.149}",LSCC,Lattice Semiconductor Corporation Common Stock
75502,2022-11-24T14:15:02+00:00,"MGP Ingredients, Inc. (MGPI) Hit a 52 Week High, Can the Run Continue?","['0L5.F', 'LW.US', 'M1I.F', 'M1I.STU', 'MGPI.US']","{'polarity': 0.999, 'neg': 0, 'neu': 0.841, 'pos': 0.159}",MGPI,MGP Ingredients Inc
75503,2022-11-24T14:15:02+00:00,"Super Micro Computer, Inc. (SMCI) Soars to 52-Week High, Time to Cash Out?",['SMCI.US'],"{'polarity': 0.999, 'neg': 0, 'neu': 0.817, 'pos': 0.183}",SMCI,Super Micro Computer Inc
75504,2022-11-24T14:30:02+00:00,Equinix (EQIX) Just Overtook the 200-Day Moving Average,['EQIX.US'],"{'polarity': 0.984, 'neg': 0.021, 'neu': 0.802, 'pos': 0.176}",EQIX,Equinix Inc
75505,2022-11-24T14:31:02+00:00,Microsoft (MSFT) Continues to Face Threats on Activision Deal,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'NTDOF.US', 'NTDOY.US', 'NTO.F', 'NTOA.F', 'SNEJF.US', 'SON1.F', 'SONA.F', 'SONY.US']","{'polarity': 0.997, 'neg': 0.049, 'neu': 0.796, 'pos': 0.156}",ATVI,Activision Blizzard Inc
75506,2022-11-24T14:35:02+00:00,Cognex Corporation (CGNX) Just Reclaimed the 20-Day Moving Average,"['CGNX.US', 'CGZ.F']","{'polarity': 0.99, 'neg': 0, 'neu': 0.836, 'pos': 0.164}",CGNX,Cognex Corporation Common Stock
75507,2022-11-24T14:36:02+00:00,3 Natural Food Stocks to Watch Amid Robust Industry Trends,"['1FA.F', 'GSPC.INDX', 'P5F.F', 'PFGC.US', 'SFM.US', 'SPTN.US', 'SRJ.F']","{'polarity': 1, 'neg': 0.01, 'neu': 0.81, 'pos': 0.181}",SPTN,SpartanNash Company Common Stock
75508,2022-11-24T14:36:02+00:00,3 Natural Food Stocks to Watch Amid Robust Industry Trends,"['1FA.F', 'GSPC.INDX', 'P5F.F', 'PFGC.US', 'SFM.US', 'SPTN.US', 'SRJ.F']","{'polarity': 1, 'neg': 0.01, 'neu': 0.81, 'pos': 0.181}",SFM,Sprouts Farmers Market Inc
75509,2022-11-24T14:40:02+00:00,Are Investors Undervaluing Chuy's (CHUY) Right Now?,"['CHUY.US', 'DIN.US', 'IHP.F']","{'polarity': 0.996, 'neg': 0.013, 'neu': 0.833, 'pos': 0.154}",CHUY,Chuy's Holdings Inc
75510,2022-11-24T14:40:02+00:00,Is Fulton Financial (FULT) a Great Value Stock Right Now?,"['FU5.F', 'FULT.US', 'FULTP.US']","{'polarity': 0.996, 'neg': 0.01, 'neu': 0.822, 'pos': 0.168}",FULT,Fulton Financial Corporation Common Stock
75511,2022-11-24T14:40:02+00:00,Is LSI Industries (LYTS) Stock Undervalued Right Now?,"['LS2.F', 'LYTS.US']","{'polarity': 0.996, 'neg': 0.007, 'neu': 0.814, 'pos': 0.179}",LYTS,LSI Industries Inc
